society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
international city by sobha phase 1,6.75,sector 109,10838.0,4,4,3+,2.0,New Property,T70221950,house,6228.0,0,1,0,1,0,0,130,"28.5073° N, 77.0089° E",28.5073,77.0089
smart world gems,0.9,sector 89,8160.0,2,2,2,3.0,New Property,D69952094,flat,998.0,1,0,0,0,1,0,95,"28.4253° N, 76.9439° E",28.4253,76.9439
tata primanti,6.5,sector 72,15294.0,4,4,3+,0.0,Relatively New,R69667342,flat,3846.0,1,1,0,1,0,0,67,"28.4225° N, 77.0211° E",28.4225,77.0211
silverglades hightown residences,4.2,sector 43,19765.0,3,4,2,7.0,Under Construction,L69042452,flat,2125.0,0,0,0,0,0,0,42,"28.4629° N, 77.0772° E",28.4629,77.0772
vipul tatvam villa,7.25,sector 48,27971.0,3,4,2,2.0,Moderately Old,F70119766,house,2592.0,1,1,1,1,0,1,115,"28.4177° N, 77.0359° E",28.4177,77.0359
ansal heights,0.72,sector 92,4500.0,3,3,3,9.0,Relatively New,R69253696,flat,1700.0,0,1,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
pyramid elite,0.45,sector 86,7745.0,2,2,1,4.0,Under Construction,I68593654,flat,646.0,0,0,0,0,0,0,66,"28.3986° N, 76.9384° E",28.3986,76.9384
vipul world floors,4.3,sector 48,13871.0,4,5,3+,4.0,New Property,L69086224,flat,3444.0,1,1,0,1,0,0,88,"28.4177° N, 77.0359° E",28.4177,77.0359
spire woods now ananda by alpha corp,1.25,sector 103,6902.0,3,4,3,11.0,Under Construction,B52179254,flat,2012.0,1,1,0,0,0,0,105,"28.4949° N, 76.9845° E",28.4949,76.9845
ss the coralwood,1.05,sector 84,6774.0,3,3,3,6.0,Relatively New,A69448072,flat,1610.0,0,0,0,0,1,0,129,"28.3979° N, 76.9736° E",28.3979,76.9736
suncity avenue,0.47,sector 102,8935.0,2,2,1,5.0,Relatively New,J69785340,flat,582.0,0,0,1,0,0,0,142,"28.4750° N, 76.9715° E",28.475,76.9715
assotech blith,1.9,sector 99,6702.0,4,4,3+,2.0,New Property,B68924958,flat,2835.0,0,0,0,0,0,0,51,"28.4640° N, 76.9614° E",28.464,76.9614
bestech spa signature,4.4,sector 81,12571.0,4,4,3+,6.0,New Property,E69200950,flat,3700.0,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
jmd gardens,3.25,sector 33,7509.0,4,4,3+,17.0,Old Property,U66966014,flat,4809.0,0,1,0,0,0,1,130,"28.4420° N, 77.0207° E",28.442,77.0207
emaar palm heights,2.25,sector 77,11250.0,3,3,3,22.0,New Property,N70141242,flat,1810.0,0,1,0,0,0,1,42,"28.3801° N, 76.9845° E",28.3801,76.9845
godrej air,1.3,sector 85,14541.0,2,2,3,30.0,Under Construction,P58422396,flat,1130.0,0,0,0,0,0,0,111,"28.4042° N, 76.9513° E",28.4042,76.9513
puri diplomatic greens,3.45,sector 111,11695.0,4,5,3+,10.0,Relatively New,T69579124,flat,2670.0,0,1,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
ramprastha the atrium,0.9,sector 37d,6224.0,3,3,2,13.0,Relatively New,I68316312,flat,1185.0,0,0,0,0,0,2,37,"28.4478° N, 76.9703° E",28.4478,76.9703
m3m woodshire,1.02,sector 107,6649.0,2,2,3,6.0,Relatively New,I69550388,flat,1388.0,1,0,0,0,0,0,112,"28.5052° N, 76.9729° E",28.5052,76.9729
ireo the grand arch,2.2,sector 58,16000.0,2,2,1,5.0,Relatively New,E69806312,flat,1528.0,0,0,0,1,0,1,49,"28.4200° N, 77.1105° E",28.42,77.1105
umang winter hills,0.99,sector 77,7857.0,2,2,2,1.0,Relatively New,S66360270,flat,1126.0,0,0,0,0,0,0,97,"28.3801° N, 76.9845° E",28.3801,76.9845
experion the heartsong,1.02,sector 108,7950.0,2,3,3,4.0,Relatively New,L69065854,flat,1283.0,1,0,0,0,0,0,112,"28.5134° N, 76.9830° E",28.5134,76.983
signature the roselia,0.45,sector 95,7909.0,2,2,2,2.0,New Property,L66086946,flat,632.0,0,0,0,0,0,1,31,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,0.6,sector 3,6000.0,1,1,0,1.0,Moderately Old,Q67785990,house,1000.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
greenopolis,1.3,sector 89,6806.0,3,3,3+,1.0,New Property,B68526250,flat,2122.0,0,1,0,0,0,0,35,"28.4253° N, 76.9439° E",28.4253,76.9439
shree vardhman victoria,1.55,sector 70,7949.0,3,5,3,8.0,Relatively New,G70133410,flat,1527.0,0,1,0,0,0,0,174,"28.3968° N, 77.0233° E",28.3968,77.0233
ireo victory valley,3.15,sector 67,12847.0,3,4,3+,15.0,Relatively New,I68178284,flat,2219.0,0,1,0,1,0,1,149,"28.3859° N, 77.0608° E",28.3859,77.0608
m3m woodshire,0.88,sector 107,6442.0,2,2,3+,3.0,Relatively New,I69721846,flat,1236.0,0,0,0,0,0,0,99,"28.5052° N, 76.9729° E",28.5052,76.9729
independent,3.85,sector 7,14650.0,4,4,3,3.0,Old Property,K66386668,house,2628.0,0,0,0,0,0,0,27,"28.4644° N, 77.0143° E",28.4644,77.0143
dlf the ultima,3.45,sector 81,12013.0,4,4,3+,10.0,New Property,O68573508,flat,2599.0,0,1,0,0,0,2,165,"28.3867° N, 76.9485° E",28.3867,76.9485
parsvnath green ville,1.42,sector 48,8606.0,3,3,3,1.0,Moderately Old,K69418718,flat,1493.0,0,0,1,0,0,2,174,"28.4177° N, 77.0359° E",28.4177,77.0359
sare crescent parc royal greens phase 1,0.5,sector 92,5000.0,2,2,3,2.0,Relatively New,J69634490,flat,1000.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
ambience creacions,1.99,sector 22,15547.0,2,2,2,9.0,New Property,M69440660,flat,1285.0,0,0,0,0,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
vipul tatvam villa,5.5,sector 48,21219.0,3,6,2,2.0,Moderately Old,L56576470,house,2592.0,0,1,0,0,1,1,106,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar mgf emerald floors premier,2.85,sector 65,14430.0,4,4,3,2.0,Relatively New,Q69099796,flat,1975.0,1,1,0,0,0,0,21,"28.4030° N, 77.0690° E",28.403,77.069
shree arihant apartment,1.55,sector 54,7381.0,3,3,3+,3.0,Moderately Old,E68958236,flat,2000.0,0,0,0,1,1,1,125,"28.4348° N, 77.1089° E",28.4348,77.1089
mahindra aura,2.25,sector 110,9267.0,4,4,3+,2.0,Relatively New,I69292978,flat,2350.0,0,1,0,0,0,0,152,"28.5145° N, 77.0197° E",28.5145,77.0197
independent,0.37,sector 105,8222.0,2,2,1,1.0,Moderately Old,C69473030,house,450.0,0,0,0,0,1,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
hero homes,1.75,sector 104,10361.0,3,3,3,2.0,Under Construction,Q68490110,flat,1529.0,0,0,0,0,0,0,30,"28.4788° N, 76.9960° E",28.4788,76.996
sbr apartment,0.68,manesar,4456.0,3,3,3,2.0,Moderately Old,J69036924,flat,1526.0,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
tulip violet,1.55,sector 69,9639.0,3,3,2,2.0,Relatively New,H69668344,flat,1455.0,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
experion the heartsong,2.0,sector 108,7197.0,4,4,3+,10.0,Relatively New,H69625534,flat,2500.0,0,1,0,1,0,1,174,"28.5134° N, 76.9830° E",28.5134,76.983
ambience creacions,4.78,sector 22,15469.0,3,4,3,7.0,Relatively New,U68608612,flat,2500.0,0,1,0,0,1,2,111,"28.5072° N, 77.0640° E",28.5072,77.064
shivpuri,2.4,sector 7,8889.0,10,5,3,2.0,Old Property,K52034546,house,2700.0,1,1,0,1,0,0,8,"28.4644° N, 77.0143° E",28.4644,77.0143
godrej summit,1.75,sector 104,7530.0,4,5,3+,1.0,New Property,U69644544,flat,2582.0,0,1,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
beverley park 1,8.44,sector 43,16231.0,4,5,3,9.0,Moderately Old,B69728032,flat,5000.0,0,1,0,0,0,2,117,"28.4629° N, 77.0772° E",28.4629,77.0772
dlf city phase 1,5.5,sector 26,30556.0,4,4,3+,2.0,Moderately Old,U69483020,house,1800.0,0,0,1,1,0,0,49,"28.4757° N, 77.1032° E",28.4757,77.1032
tulip violet,1.3,sector 69,8447.0,3,3,1,12.0,Relatively New,F69354316,flat,1392.0,0,0,0,1,0,1,94,"28.3966° N, 77.0341° E",28.3966,77.0341
shree vardhman victoria,1.1,sector 70,8462.0,2,2,2,0.0,New Property,A70028014,flat,1026.0,1,0,0,0,0,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
paras dews,1.25,sector 106,11062.0,3,4,3+,7.0,Relatively New,J69531810,flat,1186.0,1,1,0,0,0,0,167,"28.5007° N, 77.0003° E",28.5007,77.0003
experion the heartsong,1.7,sector 108,8487.0,3,4,3+,14.0,Relatively New,J50076234,flat,1500.29,0,1,0,0,0,0,119,"28.5134° N, 76.9830° E",28.5134,76.983
emaar gurgaon greens,1.45,sector 102,14174.0,3,3,3,10.0,Relatively New,D69431806,flat,1315.0,0,1,0,0,0,0,165,"28.4750° N, 76.9715° E",28.475,76.9715
pareena coban residences,1.1,sector 99a,7097.0,2,2,3,9.0,New Property,E69589168,flat,1368.0,1,0,0,0,0,0,88,"28.4561° N, 76.9542° E",28.4561,76.9542
independent,6.25,sector 57,23496.0,9,9,3+,3.0,New Property,H69450602,house,2660.0,0,1,0,0,0,1,61,"28.4232° N, 77.0752° E",28.4232,77.0752
independent,7.0,sector 41,28283.0,7,7,3+,3.0,Moderately Old,V70083546,house,2475.0,1,1,1,1,0,2,151,"28.4557° N, 77.0632° E",28.4557,77.0632
ireo the grand arch,4.85,sector 58,16934.0,4,5,3,23.0,Relatively New,V69807832,flat,3182.0,1,1,0,1,1,1,49,"28.4200° N, 77.1105° E",28.42,77.1105
shri ram apartments,0.32,sector 4,3368.0,2,2,1,4.0,Relatively New,I69742414,flat,1056.0,0,0,0,0,0,1,7,"28.4738° N, 77.0107° E",28.4738,77.0107
central park flower valley aqua front towers,2.1,sector 33,11738.0,3,3,2,6.0,Under Construction,D68629316,flat,1619.0,0,0,0,0,0,0,24,"28.4420° N, 77.0207° E",28.442,77.0207
m3m skywalk,1.54,sector 74,11000.0,2,2,3+,22.0,Relatively New,N69714458,flat,1200.0,0,0,0,0,1,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
unitech the residences,1.55,sector 33,9873.0,3,4,1,1.0,Relatively New,V65879520,flat,1421.0,0,1,0,0,0,0,37,"28.4420° N, 77.0207° E",28.442,77.0207
puri emerald bay,2.25,sector 104,10465.0,3,4,3+,4.0,Relatively New,W69138046,flat,2303.0,0,1,0,0,0,1,159,"28.4788° N, 76.9960° E",28.4788,76.996
kendriya vihar,0.58,sector 56,9587.0,1,1,1,1.0,Old Property,H68824868,flat,672.0,0,0,0,0,0,0,77,"28.4245° N, 77.0991° E",28.4245,77.0991
bestech park view grand spa,2.35,sector 81,8835.0,3,4,3+,6.0,Relatively New,B69802378,flat,2513.0,0,1,0,0,0,1,101,"28.3867° N, 76.9485° E",28.3867,76.9485
ireo skyon,2.82,sector 60,12818.0,3,3,3,2.0,Relatively New,E69439924,flat,2400.0,0,1,0,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
emaar imperial gardens,2.05,sector 102,9875.0,3,4,3+,14.0,Relatively New,P68269824,flat,2250.0,0,1,0,0,0,0,116,"28.4750° N, 76.9715° E",28.475,76.9715
international city by sobha phase 2,7.0,sector 109,12963.0,5,6,2,2.0,Relatively New,G69900346,house,5400.0,0,1,0,0,0,0,154,"28.5073° N, 77.0089° E",28.5073,77.0089
uphaar homes,0.45,sector 105,4737.0,3,2,1,1.0,Relatively New,H66601404,flat,1056.0,0,0,0,0,0,1,44,"28.4952° N, 77.0114° E",28.4952,77.0114
vatika gurgaon,0.85,sector 83,8947.0,2,2,2,18.0,Moderately Old,M62910168,flat,1100.0,0,0,0,1,0,1,119,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,4.75,sector 57,28788.0,3,3,3,2.0,Moderately Old,G70375184,house,1650.0,0,0,1,0,0,1,96,"28.4232° N, 77.0752° E",28.4232,77.0752
today callidora,1.0,sector 73,7692.0,2,2,2,13.0,New Property,F70004456,flat,1444.0,0,0,0,0,0,0,0,"28.4072° N, 77.0118° E",28.4072,77.0118
unitech uniworld gardens,2.15,sector 47,10307.0,3,4,3+,10.0,Moderately Old,P69470654,flat,1950.0,0,1,0,0,0,0,49,"28.4276° N, 77.0492° E",28.4276,77.0492
tulip petals,1.1,sector 89,7097.0,3,2,3,4.0,New Property,O69722550,flat,1550.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
ambience creacions,1.65,sector 22,11957.0,2,2,2,9.0,Relatively New,X70126650,flat,1200.0,0,0,0,1,1,2,133,"28.5072° N, 77.0640° E",28.5072,77.064
independent,8.0,sector 25,8000.0,3,9,2,3.0,New Property,K69442210,house,11111.0,0,0,0,0,0,0,0,"28.4844° N, 77.0860° E",28.4844,77.086
emaar palm heights,1.75,sector 77,11667.0,3,3,3+,11.0,Relatively New,B69603786,flat,1900.0,0,1,0,0,0,0,94,"28.3801° N, 76.9845° E",28.3801,76.9845
international city by sobha phase 2,6.25,sector 109,11574.0,4,4,3+,2.0,Relatively New,V70137706,house,5400.0,0,1,0,0,0,0,138,"28.5073° N, 77.0089° E",28.5073,77.0089
unitech uniworld resorts,10.0,sector 33,20202.0,5,6,3,4.0,New Property,J64562212,house,4950.0,1,1,0,0,0,0,26,"28.4420° N, 77.0207° E",28.442,77.0207
dlf the ultima,2.3,sector 81,14375.0,3,4,3+,18.0,Relatively New,I70153362,flat,1854.0,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,4.5,sector 14,20000.0,5,5,1,1.0,Relatively New,U69442134,house,2778.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
dlf city plots,18.0,sector 26,39841.0,6,6,2,3.0,Old Property,D69943676,house,4518.0,0,1,0,1,1,1,49,"28.4757° N, 77.1032° E",28.4757,77.1032
signature global solera,0.5,sector 107,7692.0,2,2,1,11.0,Relatively New,Z68531202,flat,494.0,0,0,0,0,0,0,55,"28.5052° N, 76.9729° E",28.5052,76.9729
godrej nature plus,1.5,sector 33,10197.0,2,2,3+,2.0,Under Construction,H69493786,flat,1539.0,0,0,0,0,0,0,87,"28.4420° N, 77.0207° E",28.442,77.0207
m3m woodshire,1.2,sector 107,6176.0,3,3,3,7.0,Relatively New,L60518054,flat,1750.0,0,0,0,0,0,1,49,"28.5052° N, 76.9729° E",28.5052,76.9729
umang monsoon breeze,1.1,sector 78,5055.0,3,3,3+,9.0,Old Property,I66729154,flat,2176.0,0,1,0,0,0,0,80,"28.3733° N, 76.9729° E",28.3733,76.9729
independent,0.55,sector 4,4074.0,3,3,2,2.0,Relatively New,L69937380,house,1350.0,0,0,0,0,1,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
godrej nature plus,1.67,sector 33,10503.0,3,2,2,18.0,Under Construction,J68762764,flat,1857.0,0,0,0,0,0,0,67,"28.4420° N, 77.0207° E",28.442,77.0207
whiteland blissville,1.9,sector 76,11364.0,3,3,2,0.0,Under Construction,N67620566,flat,1513.0,0,0,0,0,0,0,61,"28.3935° N, 76.9888° E",28.3935,76.9888
independent,2.5,sector 11,17857.0,5,4,3,1.0,Old Property,R66718122,house,1850.0,0,0,1,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
surendra homes dayaindependentd colony,0.75,sector 6,15625.0,4,4,2,1.0,Moderately Old,S69021458,house,480.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
independent,2.4,sector 46,2963.0,4,4,3,3.0,Moderately Old,Y70267404,house,900.0,0,0,1,0,0,1,44,"28.4374° N, 77.0586° E",28.4374,77.0586
bestech park view city,1.78,sector 48,10023.0,3,4,2,5.0,Relatively New,C69267728,flat,1526.0,1,0,0,1,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
independent,3.51,sector 54,12342.0,4,4,3,4.0,New Property,P70191488,house,2844.0,0,1,0,0,0,0,73,"28.4348° N, 77.1089° E",28.4348,77.1089
ats triumph,1.83,sector 104,7991.0,3,4,3+,10.0,Relatively New,A66305504,flat,2000.0,0,1,0,0,0,0,165,"28.4788° N, 76.9960° E",28.4788,76.996
signature global infinity mall,0.41,sector 36,6269.0,2,2,3,3.0,New Property,S68847140,flat,654.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
independent,4.65,sector 53,17574.0,5,5,3+,1.0,Moderately Old,D67766780,house,2646.0,0,0,0,0,0,1,0,"28.4433° N, 77.0948° E",28.4433,77.0948
orris carnation residency,0.55,sector 85,5789.0,2,2,2,5.0,Relatively New,I64885268,flat,1050.0,0,0,0,0,1,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
dlf royalton tower,6.2,sector 43,20687.0,4,4,3+,9.0,Moderately Old,I69118750,flat,2712.0,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
independent,4.6,sector 26,12198.0,4,4,3+,2.0,Old Property,J70115540,house,3771.0,0,0,0,0,0,0,28,"28.4757° N, 77.1032° E",28.4757,77.1032
sare green parc phase 3,1.1,sector 92,6875.0,4,3,2,12.0,New Property,N69756690,flat,1778.0,0,0,0,0,0,0,15,"28.4079° N, 76.9153° E",28.4079,76.9153
godrej summit,0.75,sector 104,5910.0,2,2,3,6.0,Relatively New,U50040234,flat,1148.0,0,0,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
dlf new town heights,1.55,sector 90,6557.0,4,4,3+,1.0,Relatively New,P44401719,flat,2139.0,0,1,0,1,0,0,81,"28.4085° N, 76.9369° E",28.4085,76.9369
bestech park view residency,0.56,sector 2,8629.0,1,1,2,6.0,Moderately Old,E69050540,flat,723.0,0,0,0,0,0,0,77,"28.5095° N, 77.0320° E",28.5095,77.032
ss the leaf,1.25,sector 85,10889.0,2,2,3+,17.0,Relatively New,X69884956,flat,1426.0,0,0,1,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
mapsko royale ville,1.12,sector 82,6257.0,3,3,2,12.0,Relatively New,L69683142,flat,1588.0,0,0,0,1,0,1,49,"28.3935° N, 76.9600° E",28.3935,76.96
vipul tatvam villa,8.5,sector 48,21250.0,4,5,3+,2.0,Moderately Old,M69102772,house,4000.0,1,1,0,1,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
ss the leaf,1.05,sector 85,6402.0,2,2,3,11.0,Relatively New,Y69864002,flat,1484.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
bestech park view sanskruti,1.6,sector 92,7547.0,3,3,3,10.0,Relatively New,P69879580,flat,1765.0,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
